class,method_name,count
org.apache.phoenix.compile.WhereOptimizer$KeyExpressionVisitor,&lt;init&gt;,1
org.apache.phoenix.compile.WhereOptimizer$KeyExpressionVisitor$BaseKeyPart,getExtractNodes,1
org.apache.phoenix.compile.WhereOptimizer$KeyExpressionVisitor$KeySlot,getKeyRanges,1
org.apache.phoenix.compile.WhereOptimizer$KeyExpressionVisitor$MultiKeySlot,getSlots,1
org.apache.phoenix.coprocessor.CompactionScanner,close,1
org.apache.phoenix.coprocessor.CompactionScanner$CellTimeComparator,equals,1
org.apache.phoenix.coprocessor.CompactionScanner$NonPartitionedTableTTLTracker,&lt;init&gt;,1
org.apache.phoenix.coprocessor.CompactionScanner$NonPartitionedTableTTLTracker,NOVALUE,1
org.apache.phoenix.coprocessor.CompactionScanner$PartitionedTableRowKeyMatcher,&lt;init&gt;,1
org.apache.phoenix.coprocessor.CompactionScanner$PartitionedTableRowKeyMatcher,lambda$refreshMatcher$1,1
org.apache.phoenix.coprocessor.CompactionScanner$PartitionedTableTTLTracker,&lt;init&gt;,1
org.apache.phoenix.coprocessor.CompactionScanner$PartitionedTableTTLTracker,getStartingPKPosition,1
org.apache.phoenix.coprocessor.CompactionScanner$TableTTLTrackerForFlushesAndMinor,NOVALUE,1
org.apache.phoenix.coprocessor.DropColumnMutator,getTableAndDroppedColumnPairs,1
org.apache.phoenix.coprocessor.GlobalIndexRegionScanner,&lt;init&gt;,1
org.apache.phoenix.coprocessor.GlobalIndexRegionScanner,prepareIndexMutationsForRebuild,1
org.apache.phoenix.coprocessor.HashJoinRegionScanner,&lt;init&gt;,1
org.apache.phoenix.coprocessor.IndexRebuildRegionScanner,setIgnoreIndexRebuildForTesting,1
org.apache.phoenix.coprocessor.IndexRebuildRegionScanner,setThrowExceptionForRebuild,1
org.apache.phoenix.coprocessor.IndexRebuildRegionScanner,&lt;init&gt;,1
org.apache.phoenix.coprocessor.IndexRepairRegionScanner,&lt;init&gt;,1
org.apache.phoenix.coprocessor.IndexToolVerificationResult,getAfter,1
org.apache.phoenix.coprocessor.IndexToolVerificationResult,getBefore,1
org.apache.phoenix.coprocessor.IndexToolVerificationResult,getRegion,1
