class,method,count
org.apache.tools.ant.types.resources.PropertyResource,getInputStream,1
org.apache.tools.ant.types.resources.ResourceDecorator,&lt;init&gt;,1
org.apache.tools.ant.types.resources.Resources,NOVALUE,1
org.apache.tools.ant.types.resources.StringResource,&lt;clinit&gt;,1
org.apache.tools.ant.types.resources.StringResource,getInputStream,1
org.apache.tools.ant.types.resources.StringResource,equals,1
org.apache.tools.ant.types.resources.StringResource$StringResourceFilterOutputStream,close,1
org.apache.tools.ant.types.resources.URLResource,&lt;init&gt;,1
org.apache.tools.ant.types.resources.URLResource,equals,1
org.apache.tools.ant.types.resources.URLResource,hashCode,1
org.apache.tools.ant.types.resources.URLResource,&lt;clinit&gt;,1
org.apache.tools.ant.types.resources.ZipResource,getExtraFields,1
org.apache.tools.ant.types.resources.comparators.Content,NOVALUE,1
org.apache.tools.ant.types.resources.comparators.Date,NOVALUE,1
org.apache.tools.ant.types.resources.comparators.DelegatedResourceComparator,dieOnCircularReference,1
org.apache.tools.ant.types.resources.comparators.Exists,NOVALUE,1
org.apache.tools.ant.types.resources.comparators.Name,NOVALUE,1
org.apache.tools.ant.types.resources.comparators.Reverse,&lt;init&gt;,1
org.apache.tools.ant.types.resources.comparators.Reverse,add,1
org.apache.tools.ant.types.resources.comparators.Size,NOVALUE,1
org.apache.tools.ant.types.resources.comparators.Type,NOVALUE,1
org.apache.tools.ant.types.resources.selectors.Compare,createControl,1
org.apache.tools.ant.types.resources.selectors.Compare,setAgainst,1
org.apache.tools.ant.types.resources.selectors.Compare,setWhen,1
org.apache.tools.ant.types.resources.selectors.Date,getWhen,1
org.apache.tools.ant.types.resources.selectors.Date,setWhen,1
org.apache.tools.ant.types.resources.selectors.InstanceOf,setProject,1
org.apache.tools.ant.types.resources.selectors.Name,setProject,1
org.apache.tools.ant.types.resources.selectors.Not,&lt;init&gt;,1
org.apache.tools.ant.types.resources.selectors.ResourceSelectorContainer,&lt;init&gt;,1
org.apache.tools.ant.types.resources.selectors.Size,getWhen,1
org.apache.tools.ant.types.resources.selectors.Size,setWhen,1
org.apache.tools.ant.types.resources.selectors.Type,setType,1
org.apache.tools.ant.types.resources.selectors.Type$FileDir,&lt;init&gt;,1
org.apache.tools.ant.types.resources.selectors.Type$FileDir,getValues,1
org.apache.tools.ant.types.selectors.BaseSelector,setError,1
org.apache.tools.ant.types.selectors.ContainsRegexpSelector,isSelected,1
org.apache.tools.ant.types.selectors.DateSelector,setWhen,1
org.apache.tools.ant.types.selectors.ExtendSelector,getClasspath,1
org.apache.tools.ant.types.selectors.ExtendSelector,setClasspath,1
org.apache.tools.ant.types.selectors.MappingSelector,createMapper,1
org.apache.tools.ant.types.selectors.MappingSelector,addConfigured,1
org.apache.tools.ant.types.selectors.PresentSelector,createMapper,1
org.apache.tools.ant.types.selectors.PresentSelector,addConfigured,1
org.apache.tools.ant.types.selectors.SizeSelector,setWhen,1
org.apache.tools.ant.types.selectors.modifiedselector.ChecksumAlgorithm,getValue,1
org.apache.tools.ant.types.selectors.modifiedselector.EqualComparator,NOVALUE,1
org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector,setDelayUpdate,1
org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector,setModified,1
org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector,setSeldirs,1
org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector,setSelres,1
org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector,setUpdate,1
org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector,getCache,1
org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector,addClasspath,1
org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector,setAlgorithm,1
org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector,setCache,1
org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector,setComparator,1
org.apache.tools.ant.types.selectors.modifiedselector.PropertiesfileCache,delete,1
org.apache.tools.ant.util.Base64Converter,encode,1
org.apache.tools.ant.util.ClasspathUtils$Delegate,getClasspath,1
org.apache.tools.ant.util.ClasspathUtils$Delegate,setClasspath,1
org.apache.tools.ant.util.ConcatFileInputStream,&lt;init&gt;,1
org.apache.tools.ant.util.ConcatFileInputStream,setManagingComponent,1
org.apache.tools.ant.util.ConcatResourceInputStream,setManagingComponent,1
org.apache.tools.ant.util.DOMElementWriter,encode,1
org.apache.tools.ant.util.DateUtils,NOVALUE,1
org.apache.tools.ant.util.DeweyDecimal,&lt;init&gt;,1
org.apache.tools.ant.util.FileUtils,getDefaultEncoding,1
org.apache.tools.ant.util.FileUtils,tryHardToDelete,1
org.apache.tools.ant.util.FileUtils,getFileUtils,1
org.apache.tools.ant.util.FileUtils,isCaseSensitiveFileSystem,1
org.apache.tools.ant.util.FileUtils,createNewFile,1
org.apache.tools.ant.util.FileUtils,delete,1
org.apache.tools.ant.util.JAXPUtils,getNSParserFactory,1
org.apache.tools.ant.util.JAXPUtils,getParserFactory,1
org.apache.tools.ant.util.JavaEnvUtils,createVmsJavaOptionFile,1
org.apache.tools.ant.util.JavaEnvUtils,getJrePackages,1
org.apache.tools.ant.util.KeepAliveOutputStream,wrap,1
org.apache.tools.ant.util.LayoutPreservingProperties,equals,1
org.apache.tools.ant.util.LayoutPreservingProperties,requiresContinuation,1
org.apache.tools.ant.util.LazyHashtable,equals,1
org.apache.tools.ant.util.LeadPipeInputStream,setManagingComponent,1
org.apache.tools.ant.util.LineOrientedOutputStream,processLine,1
org.apache.tools.ant.util.LineOrientedOutputStreamRedirector,&lt;init&gt;,1
org.apache.tools.ant.util.MergingMapper,mapFileName,1
org.apache.tools.ant.util.NullOutputStream,NOVALUE,1
org.apache.tools.ant.util.OutputStreamFunneler$Funnel,access$502,1
org.apache.tools.ant.util.PropertyOutputStream,close,1
org.apache.tools.ant.util.PropertyOutputStream,&lt;init&gt;,1
org.apache.tools.ant.util.ProxySetup,&lt;init&gt;,1
org.apache.tools.ant.util.ReaderInputStream,&lt;init&gt;,1
org.apache.tools.ant.util.ReflectUtil,getField,1
org.apache.tools.ant.util.ReflectWrapper,&lt;init&gt;,1
org.apache.tools.ant.util.RegexpPatternMapper,&lt;init&gt;,1
org.apache.tools.ant.util.RegexpPatternMapper,replaceReferences,1
org.apache.tools.ant.util.RetryHandler,&lt;init&gt;,1
org.apache.tools.ant.util.ScriptRunnerBase,getProject,1
org.apache.tools.ant.util.ScriptRunnerBase,setProject,1
org.apache.tools.ant.util.ScriptRunnerCreator,&lt;init&gt;,1
org.apache.tools.ant.util.ScriptRunnerHelper,setCompiled,1
org.apache.tools.ant.util.ScriptRunnerHelper,setSetBeans,1
org.apache.tools.ant.util.ScriptRunnerHelper,setProjectComponent,1
org.apache.tools.ant.util.ScriptRunnerHelper,NOVALUE,1
org.apache.tools.ant.util.SourceFileScanner,&lt;init&gt;,1
org.apache.tools.ant.util.SplitClassLoader,&lt;init&gt;,1
org.apache.tools.ant.util.SymbolicLinkUtils,getSymbolicLinkUtils,1
org.apache.tools.ant.util.SymbolicLinkUtils,&lt;init&gt;,1
org.apache.tools.ant.util.TaskLogger,&lt;init&gt;,1
org.apache.tools.ant.util.UUEncoder,encodeString,1
org.apache.tools.ant.util.UUEncoder,encode,1
org.apache.tools.ant.util.UnicodeUtil,EscapeUnicode,1
org.apache.tools.ant.util.VectorSet,equals,1
org.apache.tools.ant.util.Watchdog,&lt;init&gt;,1
org.apache.tools.ant.util.WorkerAnt,getBuildException,1
org.apache.tools.ant.util.WorkerAnt,getException,1
org.apache.tools.ant.util.WorkerAnt,getTask,1
org.apache.tools.ant.util.WorkerAnt,&lt;init&gt;,1
org.apache.tools.ant.util.XMLFragment,&lt;init&gt;,1
org.apache.tools.ant.util.facade.FacadeTaskHelper,getImplementationClasspath,1
org.apache.tools.bzip2.BZip2Constants,NOVALUE,1
org.apache.tools.mail.MailMessage,getPrintStream,1
org.apache.tools.mail.MailPrintStream,&lt;init&gt;,1
org.apache.tools.mail.SmtpResponseReader,&lt;init&gt;,1
org.apache.tools.tar.TarEntry,getDirectoryEntries,1
org.apache.tools.tar.TarInputStream,getNextEntry,1
org.apache.tools.tar.TarInputStream,lambda$applyPaxHeadersToCurrentEntry$0,1
org.apache.tools.tar.TarOutputStream,NOVALUE,1
org.apache.tools.tar.TarUtils,exceptionMessage,1
org.apache.tools.zip.AsiExtraField,getLocalFileDataData,1
org.apache.tools.zip.AsiExtraField,getLocalFileDataLength,1
org.apache.tools.zip.AsiExtraField,parseFromLocalFileData,1
org.apache.tools.zip.ExtraFieldUtils,parse,1
org.apache.tools.zip.FallbackZipEncoding,decode,1
org.apache.tools.zip.FallbackZipEncoding,encode,1
org.apache.tools.zip.JarMarker,&lt;init&gt;,1
org.apache.tools.zip.UnsupportedZipFeatureException,getEntry,1
org.apache.tools.zip.UnsupportedZipFeatureException,&lt;init&gt;,1
org.apache.tools.zip.Zip64ExtendedInformationExtraField,getDiskStartNumber,1
org.apache.tools.zip.Zip64ExtendedInformationExtraField,&lt;init&gt;,1
org.apache.tools.zip.Zip64ExtendedInformationExtraField,setDiskStartNumber,1
org.apache.tools.zip.ZipEntry,NOVALUE,1
org.apache.tools.zip.ZipFile$BoundedInputStream,addDummy,1
org.apache.tools.zip.ZipOutputStream,&lt;init&gt;,1
