class,method,count
org.apache.maven.usability.plugin.io.xpp3.ParamdocXpp3Reader,getLongValue,1
org.apache.maven.usability.plugin.io.xpp3.ParamdocXpp3Reader,getBooleanValue,1
org.apache.maven.usability.plugin.io.xpp3.ParamdocXpp3Reader,getDateValue,1
org.apache.maven.wrapper.BootstrapMainStarter,start,1
org.apache.maven.wrapper.DefaultDownloader,download,1
org.apache.maven.wrapper.Installer,setExecutablePermissions,1
org.apache.maven.wrapper.Installer,&lt;init&gt;,1
org.apache.maven.wrapper.Installer,unzip,1
org.apache.maven.wrapper.Installer$1,postVisitDirectory,1
org.apache.maven.wrapper.Installer$1,visitFile,1
org.apache.maven.wrapper.MavenWrapperMain,wrapperProperties,1
org.apache.maven.wrapper.PathAssembler$LocalDistribution,&lt;init&gt;,1
org.apache.maven.wrapper.PathAssembler$LocalDistribution,NOVALUE,1
org.apache.maven.wrapper.WrapperExecutor,&lt;init&gt;,1
org.apache.maven.wrapper.WrapperExecutor,getConfiguration,1
org.apache.maven.wrapper.WrapperExecutor,prepareDistributionUri,1
org.slf4j.impl.OutputChoice,&lt;init&gt;,1
org.slf4j.impl.SimpleLoggerConfiguration,computeOutputChoice,1
